date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:19:47	108453/108453	---M--	200	added ('OK')	image/jpeg	etag:%221a7a5-5dbaaa48ada5e%22	https://preview.erilisdesign.com/html/lana/assets/images/portfolio/project-2.jpg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/images/portfolio/project-2.jpg	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:47	43053/43053	---M--	200	added ('OK')	image/jpeg	etag:%22a82d-5dbaaa48a5ccb%22	https://preview.erilisdesign.com/html/lana/assets/images/portfolio/project-2-min.jpg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/images/portfolio/project-2-min.jpg	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:47	176798/176798	---M--	200	added ('OK')	image/jpeg	etag:%222b29e-5dbaaa48d3cc1%22	https://preview.erilisdesign.com/html/lana/assets/images/portfolio/project-6.jpg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/images/portfolio/project-6.jpg	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:50	165055/165055	---M--	200	added ('OK')	image/jpeg	etag:%22284bf-5dbaaa48b5c2f%22	https://preview.erilisdesign.com/html/lana/assets/images/portfolio/project-3.jpg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/images/portfolio/project-3.jpg	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:50	91974/91974	---M--	200	added ('OK')	image/jpeg	etag:%2216746-5dbaaa48abf3d%22	https://preview.erilisdesign.com/html/lana/assets/images/portfolio/project-3-min.jpg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/images/portfolio/project-3-min.jpg	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:51	186566/186566	---M--	200	added ('OK')	image/jpeg	etag:%222d8c6-5dbaaa48c10d5%22	https://preview.erilisdesign.com/html/lana/assets/images/portfolio/project-4.jpg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/images/portfolio/project-4.jpg	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:51	83262/83262	---M--	200	added ('OK')	image/jpeg	etag:%221453e-5dbaaa48b5f5b%22	https://preview.erilisdesign.com/html/lana/assets/images/portfolio/project-4-min.jpg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/images/portfolio/project-4-min.jpg	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:52	86929/86929	---M-Z	200	added ('OK')	application/javascript	etag:%2215391-5dbaaa84e7be4-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/jquery/dist/jquery.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/jquery/dist/jquery.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:53	193181/193181	---M--	200	added ('OK')	image/jpeg	etag:%222f29d-5dbaa9fd717f8%22	https://preview.erilisdesign.com/html/lana/assets/images/image-14.jpg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/images/image-14.jpg	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:53	355938/355938	---M--	200	added ('OK')	image/jpeg	etag:%2256e62-5dbaa9fd672f6%22	https://preview.erilisdesign.com/html/lana/assets/images/image-12.jpg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/images/image-12.jpg	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:53	21262/21262	---M-Z	200	added ('OK')	application/javascript	etag:%22530e-5dbaaa8628899-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/popper.js/dist/popper.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/popper.js/dist/popper.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:56	60016/60016	---M-Z	200	added ('OK')	application/javascript	etag:%22ea70-5dbaaabc3f126-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/bootstrap/dist/js/bootstrap.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/bootstrap/dist/js/bootstrap.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:57	85705/85705	---M-Z	200	added ('OK')	application/javascript	etag:%2214ec9-5dbaaa8478656-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/fullPage.js/dist/scrolloverflow.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/fullPage.js/dist/scrolloverflow.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:57	28475/28475	---M-Z	200	added ('OK')	application/javascript	etag:%226f3b-5dbaaa8473bf8-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/fullPage.js/dist/jquery.fullpage.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/fullPage.js/dist/jquery.fullpage.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:58	8839/8839	---M-Z	200	added ('OK')	application/javascript	etag:%222287-5dbaaa86fda87-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/waypoints/lib/jquery.waypoints.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/waypoints/lib/jquery.waypoints.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:19:59	3818/3818	---M-Z	200	added ('OK')	application/javascript	etag:%22eea-5dbaaa492adc6-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/jquery-smooth-scroll/jquery.smooth-scroll.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/jquery-smooth-scroll/jquery.smooth-scroll.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:20:01	24379/24379	---M-Z	200	added ('OK')	application/javascript	etag:%225f3b-5dbaaa8556553-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/jquery-validation/dist/jquery.validate.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/jquery-validation/dist/jquery.validate.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:20:02	17131/17131	---M-Z	200	added ('OK')	application/javascript	etag:%2242eb-5dbaaa84e96ad-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/jquery-form/dist/jquery.form.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/jquery-form/dist/jquery.form.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:20:02	20219/20219	---M-Z	200	added ('OK')	application/javascript	etag:%224efb-5dbaaa85c7075-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/magnific-popup/dist/jquery.magnific-popup.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/magnific-popup/dist/jquery.magnific-popup.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:20:03	5390/5390	---M-Z	200	added ('OK')	application/javascript	etag:%22150e-5dbaaa859d1df-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/jQuery.countdown/dist/jquery.countdown.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/jQuery.countdown/dist/jquery.countdown.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:20:03	20728/20728	---M-Z	200	added ('OK')	application/javascript	etag:%2250f8-5dbaaa84d4750-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/granim.js/dist/granim.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/granim.js/dist/granim.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:20:04	42864/42864	---M-Z	200	added ('OK')	application/javascript	etag:%22a770-5dbaaa4956d3a-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/slick/slick.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/slick/slick.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:20:05	10394/10394	---M-Z	200	added ('OK')	application/javascript	etag:%22289a-5dbaaa49a79da-gzip%22	https://preview.erilisdesign.com/html/lana/assets/vendor/vegas/vegas.min.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/vegas/vegas.min.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:20:06	12600/12600	---M-Z	200	added ('OK')	application/javascript	etag:%223138-5dbaa9fdf4f84-gzip%22	https://preview.erilisdesign.com/html/lana/assets/js/main.js	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/js/main.js	(from https://preview.erilisdesign.com/html/lana/text-boxed-section-image-background.html)
22:20:11	100/100	---M--	200	added ('OK')	image/png	etag:%2264-5dbaaa86896e6%22	https://preview.erilisdesign.com/html/lana/assets/vendor/vegas/overlays/02.png	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/vegas/overlays/02.png	(from https://preview.erilisdesign.com/html/lana/assets/vendor/vegas/vegas.min.css)
22:20:13	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-5dbaaa83bdfb7%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.eot?	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:13	75936/75936	---M--	200	added ('OK')	font/woff2	etag:%22128a0-5dbaaa83d70df%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.woff2	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:13	89100/89100	---M--	200	added ('OK')	font/woff	etag:%2215c0c-5dbaaa83caa1b%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.woff	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.woff	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:14	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-5dbaaa83bdfb7%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.eot	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.eot	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:14	131624/131624	---M--	200	added ('OK')	font/ttf	etag:%2220228-5dbaaa83c641e%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.ttf	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:15	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5dbaaa83cdb26%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.eot	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.eot	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:16	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5dbaaa83cdb26%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.eot?	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:16	712241/712241	---M--	200	added ('OK')	image/svg+xml	etag:%22ade31-5dbaaa83d246b%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.svg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-brands-400.svg	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:17	13576/13576	---M--	200	added ('OK')	font/woff2	etag:%223508-5dbaaa83e6089%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.woff2	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:18	16800/16800	---M--	200	added ('OK')	font/woff	etag:%2241a0-5dbaaa83de95f%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.woff	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.woff	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:19	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%22852c-5dbaaa83dbc30%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.ttf	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:20	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-5dbaaa83f1c63%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:20	145125/145125	---M--	200	added ('OK')	image/svg+xml	etag:%22236e5-5dbaaa83dd2f4%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.svg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-regular-400.svg	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:20	76084/76084	---M--	200	added ('OK')	font/woff2	etag:%2212934-5dbaaa83fd225%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.woff2	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:21	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-5dbaaa83f1c63%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.eot	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.eot	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:21	98996/98996	---M--	200	added ('OK')	font/woff	etag:%22182b4-5dbaaa845f019%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.woff	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.woff	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:21	193780/193780	---M--	200	added ('OK')	font/ttf	etag:%222f4f4-5dbaaa83fe1e5%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.ttf	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
22:20:22	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-5dbaaa863538e%22	https://preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/fonts/themify.eot?	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/fonts/themifyd41d.eot	(from https://preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/css/themify-icons.css)
22:20:22	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-5dbaaa863538e%22	https://preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/fonts/themify.eot?-fvbane	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/fonts/themify9f24.eot	(from https://preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/css/themify-icons.css)
22:20:23	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22db2c-5dbaaa8655774%22	https://preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/fonts/themify.woff?-fvbane	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/fonts/themify9f24.woff	(from https://preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/css/themify-icons.css)
22:20:23	78584/78584	---M--	200	added ('OK')	font/ttf	etag:%22132f8-5dbaaa86470b3%22	https://preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/fonts/themify.ttf?-fvbane	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/fonts/themify9f24.ttf	(from https://preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/css/themify-icons.css)
22:20:26	234630/234630	---M--	200	added ('OK')	image/svg+xml	etag:%2239486-5dbaaa8637027%22	https://preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/fonts/themify.svg?-fvbane	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/fonts/themify9f24.svg	(from https://preview.erilisdesign.com/html/lana/assets/vendor/themify-icons/css/themify-icons.css)
22:20:27	853845/853845	---M--	200	added ('OK')	image/svg+xml	etag:%22d0755-5dbaaa84073b2%22	https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.svg	C:/Users/kelvi/Downloads/Eddie/maven_story/preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/webfonts/fa-solid-900.svg	(from https://preview.erilisdesign.com/html/lana/assets/vendor/font-awesome/css/all.min.css)
